date,transect,area_covered_in_sqkm,start,stop,WIL_ad,WIL_ju,ZEB_ad,ZEB_ju,GGR_ad,GGR_ju,GTH_ad,GTH_ju,BUF_ad,BUF_ju,KON_ad,KON_ju,WAR_ad,WAR_ju,OST_ad,OST_ju,ELA_ad,ELA_ju,RHI_ad,RHI_ju,HYC_ad,HYC_ju,LIO_ad,LIO_ju,JBB_ad,JBB_ju,JGO_ad,JGO_ju,JSS_ad,SJSS_ju,BEF_ad,BEF_ju,CHE_ad,CHE_ju,KOB_ad,KOB_ju,CRC_ad,CRC_ju,STW_ad,STW_juv,SER_ad,SER_juv,ELE_ad,ELE_juv,HOB_ad,HOB_juv,observer,main_prey,comments
2000-01-13,F2,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-01-28,M1,1.2,,,31,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,42,
2000-01-28,M2,1.2,,,56,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,64,
2000-01-28,M3,1.2,,,117,0,36,3,1,0,7,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,179,
2000-01-29,N1,1.5,,,412,2,25,3,1,0,36,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,479,
2000-01-29,N2,1.5,,,116,0,23,0,105,1,249,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,498,
2000-01-29,N3,0.6,,,3,0,0,0,2,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,44,
2000-01-29,S1,1.2,,,81,0,205,11,11,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,310,
2000-01-30,A1,1.2,,,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,13,
2000-01-30,A2,1.2,,,4,0,79,10,6,0,22,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,121,
2000-01-30,A3,1.2,,,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,15,
2000-01-30,F1,1.8,,,489,0,176,11,20,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,700,
2000-01-30,F2,0.6,,,0,0,0,0,10,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,26,
2000-01-31,E1,1.5,,,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,13,
2000-01-31,E2,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-01-31,E3,1.2,,,199,0,0,0,4,0,2,0,9,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,214,
2000-02-10,E1,1.5,,,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,16,
2000-02-10,E2,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-02-10,E3,1.2,,,0,0,0,0,5,0,0,0,3,0,0,0,4,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,8,
2000-02-10,L1,1.2,,,151,0,17,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,184,
2000-02-10,L2,1.2,,,182,2,1,0,16,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,OH+BW,204,
2000-02-10,L3,1.2,,,49,0,91,3,6,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,270,
2000-02-10,N1,1.5,,,270,4,61,2,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,390,
2000-02-10,N2,1.5,,,122,0,16,3,11,3,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,179,
2000-02-10,N3,0.6,,,1,0,0,0,11,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,36,
2000-02-11,M1,1.2,,,60,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,72,
2000-02-11,M2,1.2,,,66,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,102,
2000-02-11,M3,1.2,,,130,3,0,0,17,1,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,195,
2000-02-11,S1,1.2,,,0,0,19,1,34,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,57,
2000-02-12,A1,1.2,,,45,0,684,45,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,789,
2000-02-12,A2,1.2,,,0,0,22,3,16,0,114,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,158,
2000-02-12,A3,1.2,,,0,0,45,5,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,58,
2000-02-12,F1,1.8,,,0,0,4,0,39,1,2,0,4,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,50,
2000-02-12,F2,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-02-24,L1,1.2,,,336,0,54,2,0,0,16,0,0,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,408,
2000-02-24,L2,1.2,,,90,0,97,5,23,2,11,1,0,0,5,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,229,
2000-02-24,L3,1.2,,,127,0,134,8,5,0,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,401,
2000-02-24,M1,1.2,,,14,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,24,
2000-02-24,M2,1.2,,,11,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,17,
2000-02-24,M3,1.2,,,59,4,8,0,107,0,106,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,296,
2000-02-25,N1,1.5,,,92,22,2,0,3,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,170,
2000-02-25,N2,1.5,,,50,15,9,1,69,5,115,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,271,
2000-02-25,N3,0.6,,,6,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,15,
2000-02-25,S1,1.2,,,259,58,6,1,14,1,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,343,
2000-02-26,A1,1.2,,,0,0,77,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,83,
2000-02-26,A2,1.2,,,14,0,16,0,13,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,73,
2000-02-26,A3,1.2,,,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,5,
2000-02-26,F1,1.8,,,289,64,94,8,41,9,8,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,513,
2000-02-26,F2,0.6,,,146,55,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,216,
2000-02-27,E1,1.5,,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,7,
2000-02-27,E2,1.2,,,0,0,0,0,0,0,0,0,313,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,360,
2000-02-27,E3,1.2,,,0,0,0,0,2,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,9,
2000-03-12,E1,1.5,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,2,
2000-03-12,E2,1.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-03-12,E3,1.2,,,0,0,0,0,0,0,1,0,3,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,4,
2000-03-12,L1,1.2,,,162,4,56,4,26,0,5,0,0,0,0,0,7,2,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,257,
2000-03-12,L2,1.2,,,45,0,119,5,16,5,4,0,0,0,10,2,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,194,
2000-03-12,L3,1.2,,,73,0,65,7,23,1,137,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,310,
2000-03-12,M1,1.2,,,94,16,34,1,78,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,261,
2000-03-12,M2,1.2,,,45,0,59,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,109,
2000-03-12,M3,1.2,,,97,11,11,3,77,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,233,
2000-03-13,A1,1.2,,,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,8,
2000-03-13,A2,1.2,,,0,0,1,0,0,0,39,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,40,
2000-03-13,A3,1.2,,,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,12,
2000-03-14,N1,1.5,,,597,148,125,15,43,1,118,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,1050,
2000-03-14,N2,1.5,,,393,76,53,10,54,2,49,1,31,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,670,
2000-03-14,N3,0.6,,,50,3,60,2,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,,,,,,,,,,,,,OH+BW,127,
2000-03-14,S1,1.2,,,1,0,0,0,14,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,4,11,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,17,
2000-03-15,F1,1.8,,,0,0,4,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,6,
2000-03-15,F2,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-09-04,L1,1.2,,,0,0,0,0,15,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,17,
2000-09-04,L2,1.2,,,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,52,
2000-09-04,L3,1.2,,,74,0,36,0,1,0,48,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,164,
2000-09-04,M1,1.2,,,4,0,67,4,11,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,89,
2000-09-04,M2,1.2,,,0,0,8,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,11,
2000-09-04,M3,1.2,,,272,0,19,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,304,
2000-09-04,S1,1.2,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,16,
2000-09-05,E1,1.5,,,0,0,7,0,5,0,0,0,29,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,45,
2000-09-05,E2,1.2,,,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,6,
2000-09-05,E3,1.2,,,2,0,53,3,4,0,0,0,12,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,75,
2000-09-05,N1,1.5,,,207,0,42,6,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,285,
2000-09-05,N2,1.5,,,58,0,9,0,6,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,134,
2000-09-05,N3,0.6,,,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,4,
2000-09-06,A1,1.2,,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,5,
2000-09-06,A2,1.2,,,266,0,11,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,294,
2000-09-06,A3,1.2,,,2,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,26,
2000-09-06,F1,1.8,,,1713,0,11,0,27,0,108,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,1860,
2000-09-06,F2,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-09-18,L1,1.2,,,2,0,0,0,8,0,2,0,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,12,
2000-09-18,L2,1.2,,,1,0,0,0,8,0,25,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,35,
2000-09-18,L3,1.2,,,0,0,0,0,3,0,35,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,38,
2000-09-18,M1,1.2,,,9,0,11,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,24,
2000-09-18,M2,1.2,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,9,
2000-09-18,M3,1.2,,,24,0,0,0,7,0,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,45,
2000-09-18,S1,1.2,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,8,
2000-09-19,N1,1.5,,,37,0,149,6,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,196,
2000-09-19,N2,1.5,,,55,0,28,2,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,114,
2000-09-19,N3,0.6,,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,8,
2000-09-20,A1,1.2,,,406,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,407,
2000-09-20,A2,1.2,,,0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,27,
2000-09-20,A3,1.2,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,8,
2000-09-20,F1,1.8,,,1,0,23,5,36,0,146,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,214,
2000-09-20,F2,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,0,
2000-09-21,E1,1.5,,,0,0,46,1,5,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,74,
2000-09-21,E2,1.2,,,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,64,
2000-09-21,E3,1.2,,,39,0,20,0,0,0,0,0,89,4,0,0,0,0,1,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,152,
2000-10-02,L1,1.2,,,0,0,8,0,7,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,16,
2000-10-02,L2,1.2,,,41,0,29,0,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,96,
2000-10-02,L3,1.2,,,0,0,9,1,4,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,14,
2000-10-02,M1,1.2,,,284,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,299,
2000-10-02,M2,1.2,,,963,0,50,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,1018,
2000-10-02,M3,1.2,,,265,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,282,
2000-10-03,E3,1.2,,,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,8,
2000-10-03,A1,1.2,,,0,0,35,0,0,0,1,0,22,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,60,
2000-10-03,A2,1.2,,,0,0,25,0,4,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,82,
2000-10-03,A3,1.2,,,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,7,
2000-10-03,E1,1.5,,,0,0,146,0,1,0,0,0,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,186,
2000-10-03,E2,1.2,,,0,0,44,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,69,
2000-10-03,F1,1.8,,,0,0,74,5,22,0,142,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,245,
2000-10-03,F2,0.6,,,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,19,
2000-10-04,N1,1.5,,,0,0,2,0,6,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,32,
2000-10-04,N2,1.5,,,0,0,0,0,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,54,
2000-10-04,N3,0.6,,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,5,
2000-10-04,S1,1.2,,,0,0,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,21,
2000-10-16,E1,1.5,,,2546,0,91,1,8,0,0,0,18,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,2666,
2000-10-16,E2,1.2,,,0,0,39,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,45,
2000-10-16,E3,1.2,,,0,0,5,0,2,0,15,1,6,0,0,0,3,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,29,
2000-10-16,M1,1.2,,,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,5,
2000-10-16,M2,1.2,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,OH+BW,2,
