sucklingID,date,time,latitude,longitude,denname,remarks,mother,cub1,cub2,cub3,allosuckling1,allosuckling2,observer
su01928,2007-06-27,6:55,,,den Lupo 2,,L-153,L-282,,,,,
su01929,2007-06-28,7:00,,,den Alimama,,A-132,L-282,,,,,
su01930,2007-06-29,7:52,-3.16900,35.55883,den Locki,,L-088,L-278,,,,,
su01931,2007-06-29,7:52,-3.16900,35.55883,den Locki,,L-160,L-281,,,,,
su01932,2007-06-30,8:42,,,den Maielo,"SU M-278 + M-281, also lk M-278",M-122,M-278,M-281,,M-278,,
su01933,2007-06-30,8:42,,,den Maielo,,M-148,M-274,M-275,,,,
su01934,2007-06-30,8:42,,,den Maielo,"first SU M-271, then also M-270 who is submissive to M-271",M-201,M-270,M-271,,,,
su01935,2007-06-30,16:57,,,den Murgi,,M-099,M-272,M-273,,,,
su01936,2007-06-30,17:26,,,den Maielo,,M-201,M-270,,,,,
su01937,2007-06-30,17:26,,,den Maielo,,M-238,M-277,,,,,
su01938,2007-07-01,6:40,,,den Murgi,,M-099,M-272,M-273,,,,
su01939,2007-07-01,7:16,,,den Maielo,,M-180,M-268,M-269,,,,
su01940,2007-07-01,8:29,-3.14501,35.49890,,,A-081,A-218,A-219,,,,
su01941,2007-07-01,8:42,,,den Andangi,,A-102,A-228,,,,,
su01942,2007-07-02,6:48,-3.21094,35.56584,,"SU S-126, later also S-125",A-008,S-125,S-126,,,,
su01943,2007-07-03,16:40,,,den Maielo,,M-099,M-272,M-273,,,,
su01944,2007-07-03,16:40,,,den Maielo,,M-122,M-278,,,M-278,,
su01945,2007-07-03,17:37,,,den Murgi,,M-132,M-276,,,,,
su01946,2007-07-04,6:30,,,den Maielo,SU M-274 or M-275,M-148,cub,,,,,
su01947,2007-07-04,6:30,,,den Maielo,,M-152,M-279,M-280,,M-279,M-280,
su01948,2007-07-04,6:30,,,den Maielo,,M-238,M-277,,,,,
su01949,2007-07-04,7:34,-3.16900,35.55883,den Locki,,L-088,L-278,,,,,
su01950,2007-07-04,7:34,-3.16900,35.55883,den Locki,,L-133,L-290,L-291,,,,
su01951,2007-07-04,7:34,-3.16900,35.55883,den Locki,,L-218,L-288,,,,,
su01952,2007-07-05,7:08,-3.15573,35.50620,,,A-013,A-222,,,,,
su01953,2007-07-06,6:28,,,den Maielo,,M-099,M-272,M-273,,,,
su01954,2007-07-06,6:28,,,den Maielo,,M-201,M-270,M-271,,,,
su01955,2007-07-06,8:12,-3.16900,35.55883,den Locki,,L-133,L-290,L-291,,,,
su01956,2007-07-06,9:26,-3.17006,35.55555,,,L-136,L-271,,,,,
su01957,2007-07-07,6:52,-3.16900,35.55883,den Locki,,L-088,L-278,,,,,
su01958,2007-07-07,6:52,-3.16900,35.55883,den Locki,,L-114,L-279,L-280,,,,
su01959,2007-07-07,6:52,-3.16900,35.55883,den Locki,,L-146,L-292,L-293,,,,
su01960,2007-07-07,6:52,-3.16900,35.55883,den Locki,,L-153,L-282,,,,,
su01961,2007-07-07,8:57,,,den Maielo,"SU M-280, but also M-277 + M-278 SU several times for a few minutes",M-152,M-277,M-278,M-280,M-277,M-280,
su01962,2007-11-15,6:37,,,den Moll,,M-099,M-272,M-273,,,,
su01963,2007-11-15,6:37,,,den Moll,,M-147,M-282,M-283,,,,
su01964,2007-11-15,6:37,,,den Moll,,M-148,M-274,M-275,,,,
su01965,2007-11-18,7:28,,,den Abacus,,A-139,A-234,,,,,
su01966,2007-11-19,6:30,,,den Lagos,,L-205,L-300,,,,,
su01967,2007-11-19,7:34,-3.15668,35.55678,,,L-153,L-282,,,,,
su01968,2007-11-19,8:07,-3.15350,35.55677,,,L-218,L-288,,,,,
su01969,2007-11-20,6:30,,,den Moll,"SU M-277 + M-279, 2x sn M-277, m-277 wh, m-279 seems dominant over M-277",M-238,M-277,M-279,,,,
su01970,2007-11-20,7:17,-3.16358,35.61001,,,M-098,M-263,,,,,
su01971,2007-11-23,6:27,-3.16590,35.61360,,,M-201,M-271,,,,,
su01972,2007-11-24,7:15,,,den Alimama,,A-115,A-223,,,,,
su01973,2007-11-26,8:02,,,den Lagos,,L-206,L-298,L-299,,,,
su01974,2007-11-28,6:53,-3.20251,35.59453,,at eq kill and boundary clash shamba-ngoitokitok,N-117,N-137,N-138,,,,
su01975,2007-11-29,6:30,,,den Nama,,N-087,N-143,N-144,,,,
su01976,2007-11-29,6:30,,,den Nama,,N-117,N-137,N-138,,,,
su01977,2007-11-29,6:30,,,den Nama,,N-127,N-147,N-148,,,,
su01978,2007-11-29,8:04,-3.19851,35.60861,,,N-089,N-139,,,,,
su01979,2007-11-29,9:18,-3.16671,35.61224,,,M-201,M-271,,,,,
su01980,2007-11-30,7:20,,,den Alimama,,A-132,A-225,A-226,,,,
su01981,2007-11-30,7:20,,,den Alimama,,A-164,A-230,,,,,
su01982,2007-12-01,9:17,,,den Limit,,L-084,L-295,,,,,
su01983,2007-12-02,7:03,,,den Engolong,,E-095,E-162,E-163,,,,
su01984,2007-12-03,6:30,,,den Moll,,M-122,M-278,M-280,,M-278,,
su01985,2007-12-10,8:03,,,den Nero,,N-108,N-140,,,,,
su01986,2007-12-11,8:07,-3.16499,35.61043,,,M-147,M-283,,,,,
su01987,2007-12-13,12:26,-3.16487,35.61053,,,M-122,M-278,M-280,,M-278,,
su01988,2007-12-14,6:20,,,den Micky,,M-152,M-279,,,M-279,,
su01989,2007-12-14,8:17,,,den Limit,,L-002,L-296,,,,,
su01990,2007-12-14,8:17,,,den Limit,"SU L-302 + L-303, L-304 l between her fls",L-187,L-302,L-303,,,,
su01991,2007-12-15,6:19,-3.16813,35.61398,,,M-122,M-278,M-280,,M-278,,
su01992,2007-12-15,6:35,,,den Limit,seems to su L-302 and L-304,L-187,L-302,L-304,,,,
su01993,2007-12-15,8:15,,,den Lebkuchen,,L-206,L-298,L-299,,,,
su01994,2007-12-15,8:15,,,den Lebkuchen,,L-218,L-288,,,,,
su01995,2007-12-16,9:57,,,den Limit,"all 3 cubs trying (and succeeding) to su from L-187, quite a lot of pushing, but no very severe fighting between cubs",L-187,L-302,L-303,L-304,,,
su01996,2007-12-18,6:25,,,den Enjere,,E-137,E-168,,,,,
su01997,2007-12-18,7:20,,,den Limit,,L-191,L-297,,,,,
su01998,2007-12-19,9:28,,,den Limit,"cub with some scars on back (L-302) is dominant, cub without scars on back (L-304) is second in rank and cub with many scars on back (L-303) is third in rank",L-187,L-302,L-303,L-304,,,
su01999,2007-12-20,6:25,,,den Nero,,N-087,N-143,N-144,,,,
su02000,2007-12-20,6:25,,,den Nero,,N-105,N-145,N-146,,,,
su02001,2007-12-20,6:25,,,den Nero,,N-108,N-140,,,,,
su02002,2007-12-20,6:25,,,den Nero,,N-110,N-141,N-142,,,,
su02003,2007-12-20,6:25,,,den Nero,,N-127,N-147,N-148,,,,
su02004,2007-12-20,8:53,,,den Limit,"cub with some scars on back (L-302) is dominant, cub without scars on back (L-304) is second in rank and cub with many scars on back (L-303) is third in rank",L-187,L-302,L-303,L-304,,,
su02005,2007-12-21,6:40,,,den Moll,,M-147,M-282,M-283,,,,
su02006,2007-12-21,7:39,-3.16644,35.61527,,,M-099,M-272,M-273,,,,
su02007,2007-12-21,7:42,-3.16644,35.61527,,,M-098,M-263,,,,,
su02008,2007-12-21,8:20,,,den Moll,,M-147,M-282,M-283,,,,
su02009,2007-12-21,8:20,,,den Moll,,M-238,M-277,,,,,
su02010,2007-12-21,8:57,-3.15956,35.57469,,,L-153,L-282,,,,,
su02011,2007-12-23,8:13,,,den Limit,,L-132,L-305,,,,,
su02012,2007-12-23,8:13,,,den Limit,second cub is L-302 or L-303,L-187,L-304,cub,,,,
su02013,2007-12-23,8:13,,,den Limit,,L-191,L-297,,,,,
su02014,2007-12-24,8:06,-3.19640,35.57240,,,A-019,S-129,,,,,
su02015,2007-12-24,8:06,-3.19640,35.57240,,,S-105,S-128,,,,,
su02016,2007-12-25,6:36,-3.16582,35.61524,,,M-148,M-274,M-275,,,,
su02017,2007-12-25,7:14,,,den Moll,,M-147,M-282,M-283,,,,
su02018,2007-12-25,7:14,,,den Moll,"M-277 + M-279 first su from M-238, when M-152 ld 1m from M-238 and cubs, first M-277 switches to M-152 and then also M-279 and M-152 su both cubs for about 5min. Then M-152 gu and wa. Later M-152 su M-277 for about 10min, then GU and pushes M-277 when M-277 tries to su again",M-152,M-277,M-279,,M-277,M-279,
su02019,2007-12-25,7:14,,,den Moll,"M-277 + M-279 first su from M-238, when M-152 ld 1m from M-238 and cubs, first M-277 switches to M-152 and then also M-279 and M-152 su both cubs for about 5min. Then M-152 gu and wa. Later M-152 su M-277 for about 10min, then GU and pushes M-277 when M-277 tries to su again",M-238,M-277,M-279,,,,
su02020,2007-12-25,10:13,,,den Limit,,L-187,L-303,,,,,
su02021,2007-12-26,7:45,,,den Limit,,L-084,L-295,,,,,
su02022,2007-12-26,7:45,,,den Limit,,L-187,L-304,,,,,
su02023,2007-12-28,8:25,,,den Limit,change in dominance: now L-303 second in rank and L-304 third in rank,L-187,L-302,L-303,L-304,,,
su02024,2007-12-29,8:45,,,den Limit,"SU L-302 + L-303, keeps snapping and pushing away L-304",L-187,L-302,L-303,,,,
su02025,2007-12-29,9:54,,,den Limit,"now L-187 first lk L-302 but then su L-304, also lk g of L-304",L-187,L-302,L-304,,,,
su02026,2007-12-30,6:26,-3.16383,35.60994,,,M-148,M-274,M-275,,,,
su02027,2007-12-30,7:05,,,den Alimama,,A-164,A-230,,,,,
su02028,2008-01-01,6:24,-3.16870,35.61483,,,M-201,M-271,,,,,
su02029,2008-01-01,8:03,,,den Limit,,L-187,L-304,,,,,
su02030,2008-01-01,9:55,,,den Landrover,,L-015,L-306,,,,,
su02031,2008-01-02,10:55,,,den Limit,L-304 seen for only a few seconds in den entrance,L-187,L-302,L-303,,,,
su02032,2008-01-03,6:55,,,den Limit,,L-084,L-295,,,,,
su02033,2008-01-03,6:55,,,den Limit,,L-132,L-305,,,,,
su02034,2008-01-03,12:05,,,den Limit,,L-187,L-302,,,,,
su02035,2008-01-04,7:01,,,den Landrover,,L-205,L-300,,,,,
su02036,2008-01-04,7:01,,,den Landrover,,L-206,L-298,L-299,,,,
su02037,2008-01-04,9:10,-3.17923,35.55941,,,L-218,L-288,,,,,
su02038,2008-01-05,9:30,,,den Limit,,L-187,L-302,L-303,,,,
su02039,2008-01-07,6:35,-3.17083,35.62349,,,M-122,M-274,M-275,,M-274,M-275,
su02040,2008-01-07,9:00,,,den Limit,,L-187,L-302,,,,,
su02041,2008-01-08,8:01,,,den Moll,,M-147,M-282,M-283,,,,
su02042,2008-01-09,6:51,-3.16737,35.62714,,,M-152,M-277,,,M-277,,
su02043,2008-01-11,6:33,,,den Nero,,N-105,N-146,,,,,
su02044,2008-01-13,7:18,-3.14157,35.50695,,,A-132,A-225,A-226,,,,
su02045,2008-01-13,7:23,,,den Andangi,,A-016,A-224,,,,,
su02046,2008-01-13,7:23,,,den Andangi,,A-140,A-232,,,,,
su02047,2008-01-13,7:23,,,den Andangi,,A-195,A-235,A-236,,,,
su02048,2008-01-15,7:46,,,den Lego,,L-187,L-302,L-303,,,,
su02049,2008-01-17,7:47,,,den Enjere,,E-095,E-162,E-163,,,,
su02050,2008-01-17,7:47,,,den Enjere,,E-130,E-169,,,,,
su02051,2008-01-18,6:32,-3.16849,35.61434,,,M-148,M-274,M-275,,,,
su02052,2008-01-18,7:23,-3.15661,35.62923,,,M-201,M-271,,,,,
su02053,2008-01-23,6:52,,,den Nyuki,,N-087,N-143,N-144,,,,
su02054,2008-01-23,6:52,,,den Nyuki,,N-105,N-145,N-146,,,,
su02055,2008-01-25,8:44,-3.16602,35.55717,,,L-218,L-288,,,,,
su02056,2008-01-26,7:00,,,den Lakriz,,L-191,L-297,,,,,
su02057,2008-01-26,7:24,,,den Lego 3,,L-002,L-296,,,,,
su02058,2008-01-26,7:24,,,den Lego 3,,L-015,L-306,,,,,
su02059,2008-01-29,6:33,-3.16510,35.61065,,,M-147,M-282,M-283,,,,
su02060,2008-01-30,6:33,,,den Nyuki,,N-105,N-145,N-146,,,,
su02061,2008-02-01,7:15,,,den Nyuki,,N-108,N-140,,,,,
su02062,2008-02-01,8:27,,,den Masala,,M-099,M-272,M-273,,,,
su02063,2008-02-02,7:13,,,den Lakriz,,L-191,L-297,,,,,
su02064,2008-02-02,7:25,,,den Look,,L-162,L-285,,,,,
su02065,2008-02-03,6:56,,,den Masala,,M-147,M-282,M-283,,,,
su02066,2008-02-06,8:35,,,den Amarula,,A-164,A-230,,,,,
su02067,2008-02-06,8:35,,,den Amarula,SU male cub,A-195,A-236,,,,,
su02068,2008-02-06,9:27,,,den Arte,,A-145,A-231,,,,,
su02069,2008-02-10,7:36,-3.17068,35.55832,,,L-153,L-282,,,,,
su02070,2008-02-10,7:55,-3.17006,35.55651,,,L-114,L-280,,,,,
su02071,2008-02-11,10:43,-3.15728,35.60960,,,M-147,M-282,M-283,,,,
su02072,2008-02-14,7:25,-3.17016,35.62283,,,M-238,M-277,M-279,,,,
su02073,2008-02-16,7:55,-3.16900,35.55883,den Locki,,L-132,L-305,,,,,
su02074,2008-02-16,7:55,-3.16900,35.55883,den Locki,,L-139,L-307,L-308,,,,
su02075,2008-02-16,7:55,-3.16900,35.55883,den Locki,,L-206,L-298,L-299,,,,
su02076,2008-02-22,9:55,-3.16900,35.55883,den Locki,cub with fewer spots is dominant,L-102,L-309,L-310,,,,
su02077,2008-02-24,7:02,-3.15287,35.57857,,,E-102,E-155,E-156,,,,
su02078,2008-02-24,7:13,-3.14339,35.57744,,,E-116,E-164,E-165,,,,
su02079,2008-02-24,7:40,,,den Eufori 2,"cub seems too large as she recently was deep in DH, maybe cub of E-137?",E-088,E-170,,,,,
su02080,2008-02-25,9:00,,,den Eufori 2,,E-137,E-168,,,,,
su02081,2008-02-28,6:46,,,den Eufori 2,,E-088,E-170,,,,,
su02082,2008-02-28,8:00,,,den Shingo 2,,A-019,S-130,,,,,
su02083,2008-02-28,8:25,-3.20328,35.57123,,,S-105,S-128,,,,,
su02084,2008-02-28,9:22,,,den Masala,M-284 wh a lot,M-100,M-284,,,,,
su02085,2008-03-12,6:44,,,den Eufori,,E-088,E-170,,,,,
su02086,2008-03-12,6:44,,,den Eufori,,E-137,E-168,,,,,
su02087,2008-03-12,7:10,,,den Evita,"thought to su 2 cubs, but not very sure bec. when close, only 1 cub su",E-130,E-169,,,,,
su02088,2008-03-14,7:02,-3.16831,35.61553,,,M-238,M-277,M-279,,,,
su02089,2008-03-15,8:00,,,den Look,SU L-313 or L-314,L-136,cub,,,,,
su02090,2008-03-15,8:00,,,den Look,,L-160,L-311,L-312,,,,
su02091,2008-03-15,8:46,-3.17417,35.58214,,,L-153,L-282,,,,,
su02092,2008-03-16,6:52,,,den Look,,L-139,L-307,L-308,,,,
su02093,2008-03-16,6:52,,,den Look,,L-160,L-311,L-312,,,,
su02094,2008-03-16,8:45,-3.17593,35.58187,,,L-162,L-285,,,,,
su02095,2008-03-17,7:08,,,den Sobai,,A-008,S-135,S-136,,,,
su02096,2008-03-17,7:52,,,den Lupo,,L-084,L-295,,,,,
su02097,2008-03-17,7:52,,,den Lupo,,L-187,L-303,,,,,
su02098,2008-03-17,8:09,,,den Look,,L-139,L-307,L-308,,,,
su02099,2008-03-17,8:32,,,den Lupo,,L-084,L-295,,,,,
su02100,2008-03-18,7:02,,,den Lupo,,L-187,L-303,,,,,
su02101,2008-03-18,9:40,,,den Look,,L-136,L-313,L-314,,,,
su02102,2008-03-20,7:07,,,den Arena,,A-102,A-244,,,,,
su02103,2008-03-20,7:07,,,den Arena,,A-139,A-233,A-234,,,,
su02104,2008-03-21,10:12,,,den Masala,,M-091,M-285,M-286,,,,
su02105,2008-03-22,7:05,,,den Arena,several large bones at den,A-116,A-227,,,,,
su02106,2008-03-22,7:05,,,den Arena,,A-139,A-233,A-234,,,,
su02107,2008-03-22,7:05,,,den Arena,,A-195,A-235,,,,,
su02108,2008-03-25,6:47,-3.19512,35.57791,,,S-082,S-131,S-132,,,,
su02109,2008-03-25,6:56,-3.19692,35.57666,,,S-086,S-133,S-134,,,,
su02110,2008-03-27,7:53,-3.16900,35.55883,den Locki,,L-206,L-298,,,,,
su02111,2008-03-27,9:45,,,den Lupo,,L-084,L-295,,,,,
su02112,2008-03-29,8:07,,,den Lupo,,L-187,L-303,,,,,
su02113,2008-03-30,6:39,,,den Nyuki,,N-102,N-149,N-150,,,,
su02114,2008-04-04,8:37,,,den Sobai,,S-082,S-131,S-132,,,,
su02115,2008-04-05,7:03,-3.16900,35.55883,den Locki,,L-002,L-296,,,,,
su02116,2008-04-06,6:50,-3.16900,35.55883,den Locki,,L-160,L-311,L-312,,,,
su02117,2008-04-06,6:50,-3.16900,35.55883,den Locki,,L-206,L-298,L-299,,,,
su02118,2008-04-07,7:20,,,den Murgi,,M-147,M-282,M-283,,,,
su02119,2008-04-07,8:24,-3.16900,35.55883,den Locki,,L-139,L-307,L-308,,,,
su02120,2008-04-07,10:32,,,den Murgi,SU M-292 or M-293,M-225,cub,,,,,
su02121,2008-04-07,10:32,,,den Murgi,"SU M-292 or M-293, same cub as cub that SU from M-225",M-239,cub,,,,,
su02122,2008-04-08,6:40,,,den Nyuki,,N-102,N-149,N-150,,,,
su02123,2008-04-10,7:35,-3.16900,35.55883,den Locki,,L-139,L-307,L-308,,,,
su02124,2008-04-10,7:35,-3.16900,35.55883,den Locki,,L-160,L-311,L-312,,,,
su02125,2008-04-10,9:49,,,den Murgi,,M-180,M-287,,,,,
su02126,2008-04-11,6:40,,,den Murgi,,M-091,M-286,,,,,
su02127,2008-04-11,6:40,,,den Murgi,,M-148,M-274,M-275,,,,
su02128,2008-04-12,7:30,,,den Amani,,A-106,A-239,A-240,,,,
su02129,2008-04-12,7:47,,,den Arena,,A-102,A-244,,,,,
su02130,2008-04-12,7:47,,,den Arena,,A-164,A-230,,,,,
su02131,2008-04-12,7:47,,,den Arena,,A-194,A-237,A-238,,,,
su02132,2008-04-13,7:35,-3.16900,35.55883,den Locki,,L-187,L-303,,,,,
su02133,2008-04-18,16:50,,,den Masala,,M-132,M-288,M-289,,,,
su02134,2008-04-21,8:20,-3.17772,35.55618,,,L-153,L-282,,,,,
su02135,2008-04-21,8:30,-3.16900,35.55883,den Locki,,L-187,L-303,,,,,
su02136,2008-04-24,7:40,,,den Eremit,,E-006,E-166,,,,,
su02137,2008-04-25,10:39,,,den Mucki,,M-132,M-289,,,,,
su02138,2008-04-27,8:30,-3.17601,35.62799,,,N-105,N-145,N-146,,,,
su02139,2008-04-29,7:24,,,den Masala,,M-180,M-287,,,,,
su02140,2008-04-29,9:20,,,den Likiso,,L-102,L-309,L-310,,,,
su02141,2008-04-29,9:20,,,den Likiso,,L-132,L-305,,,,,
su02142,2008-04-29,9:20,,,den Likiso,,L-141,L-316,L-317,,,,
su02143,2008-04-29,9:20,,,den Likiso,SU L-311 or L-312,L-160,cub,,,,,
su02144,2008-04-30,8:06,,,den Likiso,,L-015,L-306,,,,,
su02145,2008-04-30,8:06,,,den Likiso,,L-136,L-313,L-314,,,,
su02146,2008-04-30,8:06,,,den Likiso,,L-187,L-303,,,,,
su02147,2008-05-02,6:40,,,den Likiso,,L-102,L-309,L-310,,,,
su02148,2008-05-02,6:40,,,den Likiso,,L-141,L-316,L-317,,,,
su02149,2008-05-02,7:06,,,den Lalibela,,L-132,L-305,,,,,
su02150,2008-05-03,7:20,-3.14499,35.50291,,,A-145,A-231,,,,,
su02151,2008-05-03,7:28,,,den Alinghi,,A-116,A-227,,,,,
su02152,2008-05-03,7:28,,,den Alinghi,,A-164,A-230,,,,,
su02153,2008-05-04,7:12,,,den Alinghi,,A-140,A-232,,,,,
su02154,2008-05-04,7:12,,,den Alinghi,,A-164,A-230,,,,,
su02155,2008-05-05,6:44,,,den Likiso,SU L-313 or L-314,L-136,cub,,,,,
su02156,2008-05-05,7:02,,,den Lalibela,,L-132,L-305,,,,,
su02157,2008-05-06,6:52,,,den Eremit,later prey 3,E-095,E-162,E-163,,,,
su02158,2008-05-07,7:25,,,den Fort,,F-107,F-136,,,,,
su02159,2008-05-07,8:50,,,den Alinghi,SU A-239 or A-240,A-106,cub,,,,,
su02160,2008-05-08,8:25,,,den Likiso,SU L-313 or L-314,L-136,cub,,,,,
su02161,2008-05-08,8:25,,,den Likiso,,L-141,L-316,L-317,,,,
su02162,2008-05-08,8:25,,,den Likiso,,L-187,L-303,,,,,
su02163,2008-05-08,9:40,,,den Lalibela,,L-132,L-305,,,,,
su02164,2008-05-08,9:40,,,den Lalibela,,L-139,L-307,L-308,,,,
su02165,2008-05-09,7:15,,,den Fort,,F-107,F-136,,,,,
su02166,2008-05-09,8:33,,,den Alinghi 2,,A-116,A-227,,,,,
su02167,2008-05-09,10:25,,,den Moll,SU M-290 or M-291,M-201,cub,,,,,
su02168,2008-05-10,6:36,,,den Moll,,M-132,M-288,M-289,,,,
su02169,2008-05-10,6:36,,,den Moll,carries M-290 many times between 2 dhs,M-201,M-290,,,,,
su02170,2008-05-11,6:58,,,den Fort,,F-103,F-137,,,,,
su02171,2008-05-11,6:58,,,den Fort,,F-111,F-132,,,,,
su02172,2008-05-11,10:00,,,den Masala,,M-091,M-285,M-286,,,,
su02173,2008-05-11,10:00,,,den Masala,,M-236,M-294,,,,,
su02174,2008-05-12,6:46,,,den Likiso,,L-102,L-309,L-310,,,,
su02175,2008-05-12,6:46,,,den Likiso,,L-136,L-313,L-314,,,,
su02176,2008-05-12,7:19,,,den Luzern,,L-132,L-305,,,,,
su02177,2008-05-12,7:19,,,den Luzern,,L-141,L-316,L-317,,,,
su02178,2008-05-12,9:29,-3.17779,35.55404,,,L-205,L-300,,,,,
su02179,2008-05-13,8:15,,,den Masala,,M-147,M-282,M-283,,,,
su02180,2008-05-13,8:15,,,den Masala,,M-236,M-294,,,,,
su02181,2008-05-14,7:10,,,den Alinghi 2,,A-139,A-233,A-234,,,,
su02182,2008-05-14,7:10,,,den Alinghi 2,,A-140,A-232,,,,,
su02183,2008-05-14,7:55,-3.14601,35.50052,,,A-116,A-227,,,,,
su02184,2008-05-15,7:13,,,den Eufori,,E-124,E-173,,,,,
su02185,2008-05-16,6:45,,,den Masala,,M-132,M-288,M-289,,,,
su02186,2008-05-16,9:42,,,den Eufori,,E-101,E-171,E-172,,,,
su02187,2008-09-19,6:24,,,den Monsoon,,M-236,M-294,,,,,
su02188,2008-09-19,6:24,,,den Monsoon,,M-239,M-293,,,,,
su02189,2008-09-19,6:24,,,den Monsoon,,M-243,M-301,,,,,
su02190,2008-09-19,7:14,,,den Mistral,,M-122,M-299,,,,,
su02191,2008-09-19,7:14,,,den Mistral,,M-225,M-292,,,,,
su02192,2008-09-19,7:50,,,den Monsoon,,M-122,M-299,M-300,,,,
su02193,2008-09-20,6:30,,,den Monsoon,,M-132,M-288,M-289,,,,
su02194,2008-09-20,6:30,,,den Monsoon,,M-152,M-295,M-296,,,,
su02195,2008-09-20,6:30,,,den Monsoon,,M-236,M-294,,,,,
su02196,2008-09-20,6:30,,,den Monsoon,,M-243,M-301,,,,,
su02197,2008-09-20,7:44,,,den Mistral,,M-091,M-285,,,,,
su02198,2008-09-21,7:18,-3.13624,35.51634,,,A-106,A-239,A-240,,,,
su02199,2008-09-21,8:48,-3.13700,35.51341,,,A-145,A-231,,,,,
su02200,2008-09-24,6:20,,,den Monsoon,,M-180,M-287,,,,,
su02201,2008-09-24,6:20,,,den Monsoon,,M-239,M-293,,,,,
su02202,2008-09-24,7:20,-3.16900,35.55883,den Locki 2,,L-136,L-313,L-314,,,,
su02203,2008-09-24,7:20,-3.16900,35.55883,den Locki 2,,L-141,L-316,,,,,
su02204,2008-09-24,7:20,-3.16900,35.55883,den Locki 2,,L-205,L-320,L-321,,,,
su02205,2008-09-24,9:52,,,den Monsoon,SU M-290 or M-291,M-201,cub,,,,,
su02206,2008-09-24,9:52,,,den Monsoon,,M-243,M-301,,,,,
su02207,2008-09-25,6:22,,,den Monsoon,,M-201,M-290,M-291,,,,
su02208,2008-09-25,6:22,,,den Monsoon,,M-225,M-292,,,,,
su02209,2008-10-01,6:27,,,den Masala,,M-100,M-302,M-303,,,,
su02210,2008-10-01,6:27,,,den Masala,,M-122,M-299,M-300,,,,
su02211,2008-10-01,6:27,,,den Masala,,M-132,M-289,,,,,
su02212,2008-10-01,6:27,,,den Masala,,M-152,M-295,M-296,,,,
su02213,2008-10-01,6:27,,,den Masala,,M-201,M-291,,,,,
su02214,2008-10-01,6:27,,,den Masala,,M-236,M-294,,,,,
su02215,2008-10-01,6:27,,,den Masala,,M-243,M-301,,,,,
su02216,2008-10-02,6:45,-3.16900,35.55883,den Locki 2,,L-218,L-318,,,L-318,,
su02217,2008-10-04,9:45,,,den Masala,,M-100,M-302,M-303,,,,
su02218,2008-10-05,6:13,,,den Monsoon,,M-180,M-287,,,,,
su02219,2008-10-05,7:08,-3.16900,35.55883,den Locki 2,,L-141,L-316,,,,,
su02220,2008-10-05,7:08,-3.16900,35.55883,den Locki 2,,L-146,L-319,,,,,
su02221,2008-10-11,6:38,,,den Monsoon,,M-239,M-293,,,,,
su02222,2008-10-11,7:45,,,den Sogea,,S-084,S-139,S-140,,,,
su02223,2008-10-12,6:35,,,den Sogea,,S-105,S-128,S-129,,,,
su02224,2008-10-12,7:09,-3.16900,35.55883,den Locki 2,,L-141,L-316,,,,,
su02225,2008-10-13,7:08,,,den Arkona,,A-119,A-241,,,,,
su02226,2008-10-13,7:08,,,den Arkona,,A-194,A-237,A-238,,,,
su02227,2008-10-13,8:34,-3.13959,35.51403,,,A-106,A-239,A-240,,,,
su02228,2008-10-15,7:15,,,den Masala,SU M-302 or M-303,M-100,cub,,,,,
su02229,2008-10-15,7:15,,,den Masala,,M-243,M-301,,,,,
su02230,2008-10-15,8:40,-3.16900,35.55883,den Locki 2,,L-146,L-319,,,,,
su02231,2008-10-16,6:31,,,den Nama,,N-110,N-157,N-158,,,,
su02232,2008-10-16,8:25,-3.16900,35.55883,den Locki 2,,L-141,L-316,,,,,
su02233,2008-10-16,8:25,-3.16900,35.55883,den Locki 2,,L-146,L-319,,,,,
su02234,2008-10-16,8:25,-3.16900,35.55883,den Locki 2,,L-218,L-318,,,L-318,,
su02235,2008-10-17,7:20,-3.14005,35.51349,,,A-106,A-239,A-240,,,,
su02236,2008-10-20,6:20,,,den Monsoon,,M-225,M-292,,,,,
su02237,2008-10-20,6:55,,,den Nama,,N-110,N-157,N-158,,,,
su02238,2008-10-20,6:55,,,den Nama,,N-117,N-154,N-155,,,,
su02239,2008-10-22,6:32,-3.16900,35.55883,den Locki,,L-146,L-319,,,,,
su02240,2008-10-22,6:32,-3.16900,35.55883,den Locki,,L-205,L-320,L-321,,,,
su02241,2008-10-22,8:34,-3.17273,35.53650,,,L-187,L-303,,,,,
su02242,2008-10-23,7:10,-3.13692,35.56303,,,E-095,E-162,E-163,,,,
su02243,2008-10-24,6:26,,,den Masala,,M-100,M-302,M-303,,,,
su02244,2008-10-24,6:26,,,den Masala,,M-152,M-295,M-296,,,,
su02245,2008-10-24,6:26,,,den Masala,,M-260,M-304,,,,,
su02246,2008-10-24,9:32,,,den Milkyway,,M-201,M-291,,,,,
su02247,2008-10-25,16:35,,,den Masala,,M-091,M-285,,,,,
su02248,2008-10-27,7:45,,,den Masala,,M-099,M-297,M-298,,,,
su02249,2008-10-27,7:45,,,den Masala,,M-260,M-304,,,,,
su02250,2008-10-28,7:25,,,den Alimama,prey 3 on plain,A-081,A-245,A-246,,,,
su02251,2008-10-28,7:25,,,den Alimama,prey 3 on plain,A-119,A-241,,,,,
su02252,2008-10-30,6:24,-3.16376,35.60954,,,M-239,M-293,,,,,
