name,sex,birthclan,birthdate,mothergenetic,mothersocial,father,litterdominance,DNA,litterdominancegenetic,name2,deathconfirmed,deathcause,comments,resident
E-108,1,E,2001-09-20,E-080,E-080,M-087,1,TRUE,1,,,,,native
E-109,1,E,2001-09-20,E-080,E-080,,2,FALSE,2,,,,,native
E-110,1,E,2001-10-01,E-004,E-004,E-041,,TRUE,,,,,,native
E-111,2,E,2001-09-22,E-003,E-003,M-087,1,TRUE,1,,,,,native
E-112,1,E,2001-09-22,E-003,E-003,,2,FALSE,2,,,,,native
E-113,1,E,2002-02-15,E-006,E-006,M-087,1,TRUE,1,,,disease,"disease? was very thin, apatic when seen last, E-006 also thin and not in good condition, and E-099 also probably died due to disease",native
E-114,1,E,2002-02-15,E-006,E-006,,2,FALSE,2,,,,,native
E-115,2,E,2002-05-15,E-083,E-083,M-087,,TRUE,,,,,,native
E-116,2,E,2002-11-02,E-006,E-006,M-092,1,TRUE,1,Ubanguzi,,,,native
E-117,,E,2002-11-02,E-006,E-006,,2,FALSE,2,,,,,native
E-118,1,E,2002-11-16,E-043,E-043,L-116,,TRUE,,E-cub,2003-09-12,lions,"lions, had large pucture hole on skull",native
E-119,,E,2003-01-07,E-003,E-003,,,FALSE,,,,starvation,starved after mother died,native
E-120,,E,2003-06-02,E-001,E-001,,1,FALSE,1,,,starvation,starved after mother died,native
E-121,,E,2003-06-02,E-001,E-001,,2,FALSE,2,,,starvation,starved after mother died,native
E-122,2,E,2003-06-23,E-080,E-080,,1,FALSE,1,,,,,native
E-123,2,E,2003-06-23,E-080,E-080,N-047,2,TRUE,2,,,,,native
E-124,2,E,2003-06-24,E-087,E-087,E-089,,TRUE,,,,,,native
E-125,,E,2004-03-18,E-095,E-095,,,FALSE,,,,infanticide,"suspected infanticide, a lot of interactions before cub disappeared",native
E-126,2,E,2004-04-02,E-006,E-006,,1,FALSE,1,,,,,native
E-127,1,E,2004-04-02,E-006,E-006,L-116,2,TRUE,2,Darubini,,,,native
E-128,1,E,2004-04-12,E-085,E-085,L-131,,TRUE,,,,,,native
E-129,,E,2004-04-15,E-083,E-083,,,FALSE,,,,infanticide,"suspected infanticide, a lot of interactions before cub disappeared",native
E-130,2,E,2004-10-16,E-083,E-083,L-123,1,TRUE,1,,,,,native
E-131,1,E,2004-10-16,E-083,E-083,L-123,2,TRUE,2,Batili,,,,native
E-132,1,E,2004-10-18,E-087,E-087,,1,FALSE,1,,,,,native
E-133,1,E,2004-10-18,E-087,E-087,L-116,2,TRUE,2,Beleshi,,,,native
E-134,1,E,2004-11-01,E-080,E-080,N-047,1,TRUE,1,Bustani,,,,native
E-135,1,E,2004-11-01,E-080,E-080,N-047,2,TRUE,2,Baruti,,,,native
E-136,2,E,2004-12-05,E-043,E-043,M-116,,TRUE,,,,,,native
E-137,2,E,2005-04-03,E-116,E-116,N-047,1,TRUE,1,,,,,native
E-138,1,E,2005-04-03,E-116,E-116,,2,FALSE,2,,,,,native
E-139,2,E,2005-04-18,E-093,E-093,L-131,,TRUE,,,,,,native
E-140,2,E,2005-05-03,E-006,E-006,,,FALSE,,,,,,native
E-141,2,E,2005-09-25,E-095,E-095,N-047,1,TRUE,1,,,,,native
E-142,1,E,2005-09-25,E-095,E-095,N-047,2,TRUE,2,,,,,native
E-143,1,E,2005-10-10,E-085,E-085,L-123,,TRUE,,,,,,native
E-144,1,E,2006-02-14,E-088,E-088,L-116,,TRUE,,,,,,native
E-145,2,E,2006-02-28,E-101,E-101,L-131,,TRUE,,E-female,,,,native
E-146,,E,2006-03-02,E-102,E-102,,,FALSE,,,,,,native
E-147,2,E,2006-03-03,E-087,E-103,N-047,1,TRUE,,,,,Not seen SU from E-087 but seen SU from E-103 when almost 1 year old,native
E-148,,E,2006-03-05,E-103,E-103,,2,FALSE,,,,,,native
E-149,1,E,2006-03-08,E-116,E-116,E-108,,TRUE,,E-cub1,,,,native
E-150,2,E,2006-04-01,E-006,E-006,L-123,,TRUE,,E-sad1,,,,native
E-151,1,E,2006-05-09,E-083,E-083,L-116,,TRUE,,,,,,native
E-152,2,E,2006-06-09,E-043,E-043,M-188,,TRUE,,"Kivita, E-fcub",,,,native
E-153,2,E,2006-09-06,E-087,E-087,L-123,,TRUE,,,,,,native
E-154,,E,2006-09-16,E-123,E-123,,,FALSE,,,,,cub not seen but derived from behaviour of E-123,native
E-155,2,E,2006-10-12,E-102,E-102,L-116,1,TRUE,1,,,,,native
E-156,2,E,2006-10-12,E-102,E-102,M-116,2,TRUE,2,,,,,native
E-157,1,E,2006-10-19,E-115,E-115,L-148,,TRUE,,,,,,native
E-158,2,E,2007-03-25,E-123,E-080,M-116,1,TRUE,,,,,"thought to be cub of E-080 but genetically cub of E-123, reared by E-080",native
E-159,1,E,2007-03-26,E-006,E-080,E-133,2,TRUE,,,,,"notch 8 ocl, reared by E-080 but genetic cub of E-006",native
E-160,2,E,2007-03-27,E-085,E-085,A-087,,TRUE,,,,,reared by E-085,native
E-161,1,E,2007-04-01,E-080,E-123,L-116,,TRUE,,,,,"notch 1 ocl, thought to be cub of E-123 and prob also raised by E-123 but genetics say that mother is E-080 and father L-116. Is one of E-158 + E-159 cub of E-123?",native
E-162,2,E,2007-06-12,E-095,E-095,L-116,1,TRUE,1,,,,,native
E-163,2,E,2007-06-12,E-095,E-095,L-116,2,TRUE,2,,,,,native
E-164,1,E,2007-06-21,E-116,E-116,L-116,1,TRUE,1,,,,,native
E-165,1,E,2007-06-21,E-116,E-116,L-116,2,TRUE,2,Kijana,,,le ear 12:30 + cut at top,native
E-166,2,E,2007-10-20,E-006,E-006,M-136,1,TRUE,1,Makini,,,,native
E-167,,E,2007-10-20,E-006,E-006,,2,FALSE,2,,,,,native
E-168,1,E,2007-10-27,E-137,E-137,A-087,,TRUE,,,,,,native
E-169,1,E,2007-11-20,E-130,E-130,L-202,,TRUE,,,,,,native
E-170,1,E,2007-11-10,E-088,E-088,L-123,,TRUE,,,,,,native
E-171,2,E,2008-02-04,E-101,E-101,L-202,1,TRUE,1,,,,,native
E-172,1,E,2008-02-04,E-101,E-101,L-123,2,TRUE,2,,,,,native
E-173,1,E,2008-02-28,E-124,E-124,L-123,,TRUE,,,,,,native
E-174,2,E,2008-04-11,E-115,E-115,L-204,,TRUE,,,,,,native
E-175,1,E,2008-05-06,E-083,E-083,L-123,,TRUE,,,,,"cub not seen but heard, could have been two cubs",native
E-176,1,E,2008-06-21,E-136,E-136,L-202,1,TRUE,1,,,,"thought to be sib of E-177, but only E-177 seen su from E-136",native
E-177,1,E,2008-06-21,E-136,E-136,,2,FALSE,2,,,,,native
E-178,1,E,2008-07-10,E-150,E-150,L-148,,TRUE,,,,,with right ear cut on side,native
E-179,1,E,2008-07-22,E-102,E-102,L-123,,TRUE,,E-son1,,,,native
E-180,1,E,2008-07-23,E-141,E-141,L-202,,TRUE,,E-son2,,,"thought to be second cub of E-102, but is cub of E-141 according to genetics",native
E-181,2,E,2008-08-18,E-116,E-116,,,FALSE,,,,,,native
E-182,1,E,2008-08-23,E-085,E-085,L-148,,TRUE,,,,injuries,"LHL dislodged, seemed in rather bad condition when seen last at elephant carcass",native
E-183,2,E,2008-12-20,E-088,E-088,M-162,2,TRUE,2,,,,seems submissive to E-184 on 090406,native
E-184,2,E,2008-12-20,E-088,E-088,M-162,1,TRUE,1,,,,,native
E-185,2,E,2009-03-26,E-137,E-137,L-123,,TRUE,,,,,cub heard 090401,native
E-186,2,E,2009-05-26,,,,,FALSE,,,,,,native
E-187,,E,2009-06-12,E-103,E-103,,,FALSE,,,,,cub not seen su from E-103 but left from E-103 when we ap den on 090825,native
E-188,2,E,2009-06-20,E-101,E-101,X-065,,TRUE,,,2011-03-05,buffalo,large hole in breast - hit by buffalo or wildebeest?,native
E-189,2,E,2009-06-22,E-124,E-124,,,FALSE,,,,,,native
E-190,2,E,2009-06-29,E-130,E-130,,,FALSE,,,,,,native
E-191,1,E,2009-06-30,E-116,E-006,L-123,1,TRUE,1,,,,"SU twice from E-006, could be cub of E-006 or E-116, tried several times to SU from E-116 090828",native
E-192,1,E,2009-06-30,E-116,E-006,L-148,2,TRUE,2,,,disease,"with notch R: 1, could also be cubs of E-116, but SU from E-006 five times",native
E-193,1,E,2009-11-24,E-136,E-136,,1,FALSE,1,,,,,native
E-194,1,E,2009-11-24,E-136,E-136,S-117,2,TRUE,2,,,,,native
E-195,2,E,2009-12-12,E-141,E-095,M-170,3,TRUE,1,,,,reared by E-095,native
E-196,2,E,2009-12-07,E-095,E-095,L-202,2,TRUE,2,,,injuries,handicapped as sad (left foot missing),native
E-197,,E,2009-12-07,E-095,E-095,,1,FALSE,1,,,,,native
E-198,1,E,2009-12-12,E-141,E-141,,,FALSE,2,,,,,native
E-199,1,E,2010-01-06,E-150,E-150,M-136,,TRUE,,e-mcub3,,,,native
E-200,2,E,2010-01-07,E-130,E-130,M-162,1,TRUE,1,e-cub5,,,,native
E-201,1,E,2010-01-07,E-130,E-130,M-162,2,TRUE,2,e-mcub4,,,,native
E-202,1,E,2010-02-08,E-124,E-124,L-202,1,TRUE,1,e-mcub1,,,,native
E-203,,E,2010-02-08,E-124,E-124,,2,FALSE,2,,,,,native
E-204,,E,2010-03-07,E-103,E-103,,,FALSE,,,,,,native
E-205,1,E,2010-03-05,E-139,E-139,M-162,,TRUE,,e-cub6,,,,native
E-206,1,E,2010-06-20,E-152,E-152,L-202,,TRUE,,,,,,native
E-207,1,E,2010-01-13,E-145,E-145,X-065,,TRUE,,e-mcub2,,,,native
E-208,1,E,2010-10-05,E-141,E-141,,,FALSE,,,,,,native
E-209,1,E,2010-11-11,E-103,E-103,L-148,1,TRUE,1,,,,,native
E-210,,E,2010-11-11,E-103,E-103,,2,FALSE,2,,,,,native
E-211,,E,2010-11-14,E-088,E-088,,1,FALSE,1,,,,,native
E-212,,E,2010-11-14,E-088,E-088,,2,FALSE,2,,,,,native
E-213,1,E,2011-01-20,E-156,E-156,L-227,,TRUE,,,,,,native
E-214,1,E,2011-02-18,E-155,E-155,A-222,,TRUE,,,,,,native
E-215,1,E,2011-03-20,E-101,E-101,,1,FALSE,1,,,,,native
E-216,1,E,2011-03-20,E-101,E-101,,2,FALSE,2,,,,,native
E-217,,E,2011-06-15,E-153,E-153,,,FALSE,,,,,,native
E-218,1,E,2011-06-16,E-150,E-150,E-164,,TRUE,,E-220?,,,mother derived from genetic data (not seen suckling),native
E-219,2,E,2011-06-24,E-166,E-166,X-065,,TRUE,,Ujima,,,,native
E-220,2,E,2011-07-31,E-006,E-006,X-065,,TRUE,,E-217?,2014-12-04,disease,Streptococcus,native
E-221,1,E,2011-10-08,E-116,E-116,,,FALSE,,,,,,native
E-222,,E,2011-11-10,E-145,E-145,,,FALSE,,,,,,native
E-223,,E,2011-11-20,E-162,E-162,,,FALSE,,,,,,native
E-224,2,E,2012-03-12,,,,,FALSE,,,,,,native
E-225,1,E,2012-06-02,E-158,E-158,X-065,,TRUE,,,,,,native
E-226,1,E,2012-07-18,E-141,E-141,X-083,,TRUE,,,,,,native
E-227,1,E,2012-10-24,E-152,E-152,S-117,,TRUE,,E-mcub,,,mother derived from genetic data (not seen suckling),native
E-228,,E,2012-10-25,,,,,FALSE,,,,,,native
E-229,,E,2012-10-27,E-162,E-162,,,FALSE,,,,,,native
E-230,1,E,2012-10-28,E-150,E-150,E-175,,TRUE,,,2012-11-12,infanticide,infanticide by E-150?,native
E-231,,E,2012-11-03,E-103,E-103,,1,FALSE,1,,,,,native
E-232,,E,2012-11-03,E-103,E-103,,2,FALSE,2,,,,,native
E-233,1,E,2012-11-13,E-139,E-139,X-065,1,TRUE,1,E-cub1,,,,native
E-234,2,E,2012-11-13,E-139,E-139,L-202,2,TRUE,2,"E-cub2, E-246",,,mother derived from genetic data (seen suckling but only as very small cub),native
E-235,2,E,2013-02-26,E-160,E-160,X-065,1,TRUE,1,,,,,native
E-236,1,E,2013-02-26,E-160,E-160,X-065,2,TRUE,2,,,,,native
E-237,2,E,2013-03-04,E-124,E-124,S-117,,TRUE,,E-nice,,,mother derived from genetic data (not seen suckling),native
E-238,2,E,2013-05-04,E-145,E-145,L-204,2,TRUE,2,"Kiburi, E-spotty",,,,native
E-239,1,E,2013-05-04,E-145,E-145,L-204,1,TRUE,1,,,,,native
E-240,1,E,2013-05-28,E-153,E-153,S-117,,TRUE,,,,,,native
E-241,1,E,2013-09-29,E-166,E-166,E-144,,TRUE,,,,,,native
E-242,1,E,2013-10-10,E-158,E-158,,1,FALSE,1,,,,,native
E-243,,E,2013-10-10,E-158,E-158,,2,FALSE,2,,,,,native
E-244,1,E,2013-10-20,E-185,E-185,X-083,1,TRUE,1,E-2xx,2014-11-30,disease,"Streptococcus, found dead at engitati den 4 days before E-220 found dead at engitati den; E-220 last seen with Streptococcus signs",native
E-245,2,E,2013-10-20,E-185,E-185,X-083,2,TRUE,2,,,,,native
E-247,1,E,2012-12-18,E-116,E-116,L-204,,TRUE,,E-large,,,"could be one of E-227-E-232, mother derived from genetic data (not seen suckling)",native
E-248,2,E,2014-04-08,E-141,E-141,L-202,,TRUE,,Kawaida,,,,native
E-249,1,E,2014-04-19,E-219,E-219,X-065,,TRUE,,E-fat,,,mother derived from genetic data (not seen suckling),native
E-250,,E,2014-05-10,E-183,E-183,,,FALSE,,,,,,native
E-251,2,E,2014-05-15,E-220,E-220,,,FALSE,,,,,,native
E-252,,E,2014-06-24,E-160,E-160,,,FALSE,,,,,,native
E-253,2,E,2014-10-04,E-152,E-152,X-083,,TRUE,,,,,,native
E-254,1,E,2014-10-08,E-150,E-150,L-204,,TRUE,,,,,mother derived from genetic data (not seen suckling),native
E-255,,E,2014-10-22,E-116,E-116,,,FALSE,,,,,,native
E-256,1,E,2014-10-28,E-195,E-195,,,FALSE,,,,,,native
E-257,,E,2014-11-02,E-183,E-183,,,FALSE,,,,,,native
E-258,1,E,2014-12-26,E-166,E-166,E-144,1,TRUE,1,E-large2,,,,native
E-259,1,E,2014-12-26,E-166,E-166,E-144,2,TRUE,2,E-large3,,,,native
E-260,2,E,2015-01-25,E-145,E-145,M-331,1,TRUE,1,E-light-female,,,,native
E-261,2,E,2015-01-31,E-158,E-158,L-202,1,TRUE,1,X-099,,,,native
E-262,2,E,2015-01-31,E-158,E-158,,2,FALSE,2,E-ear-notches,,,,native
E-263,1,E,2015-01-25,E-145,E-145,,2,FALSE,2,E-grey,,,given birth date 2015-03-21 before observing that E-145 is mother of both E-260 and E-263,native
E-264,2,E,2015-05-10,,,,1,FALSE,1,,,,,native
E-265,,E,2015-05-10,,,,2,FALSE,2,,,,,native
E-266,2,E,2015-06-19,E-219,E-219,X-065,,TRUE,,,,,,native
E-267,2,E,2015-06-26,E-183,E-183,,1,FALSE,1,,,,,native
E-268,2,E,2015-06-26,E-183,E-183,L-377,2,TRUE,2,E-dirty,,,,native
E-269,2,E,2015-08-22,E-153,E-153,L-202,,TRUE,,,,,,native
E-270,2,E,2014-11-20,E-171,E-171,X-083,,TRUE,,"Zawadi, E-large1",,,,native
E-271,2,E,2015-12-18,E-184,E-184,X-065,1,TRUE,1,E-275,,,,native
E-272,1,E,2015-12-18,E-184,E-184,X-065,2,TRUE,2,"E-male2, E-281",,,,native
E-273,1,E,2015-12-22,E-185,E-185,M-331,1,TRUE,1,,,,,native
E-274,1,E,2015-12-22,E-185,E-185,,2,FALSE,2,,,,,native
E-276,1,E,2016-02-08,E-141,E-141,E-218,1,TRUE,1,E-male3,,,,native
E-277,1,E,2016-06-27,E-152,E-152,X-083,1,TRUE,1,Karimu,,,,native
E-278,1,E,2016-06-27,E-152,E-152,,2,FALSE,2,,,,,native
E-279,2,E,2016-07-16,,,,,FALSE,,,,,,native
E-280,2,E,2016-07-28,E-145,E-145,,,FALSE,,,,,,native
E-281,2,E,2016-09-26,E-166,E-166,L-202,,TRUE,,"Kuumba, E-spotty",,,,native
E-282,1,E,2016-02-08,E-141,E-141,E-218,2,TRUE,2,E-male1,,,,native
E-283,2,E,2017-02-02,E-219,E-219,X-083,2,TRUE,2,"Nia, E-219-cub1",,,180903 E-284 dominant,native
E-284,2,E,2017-02-02,E-219,E-219,X-083,1,TRUE,1,"Imani, E-219-cub2",,,180903 E-284 dominant,native
E-285,2,E,2017-02-15,E-245,E-245,X-088,,TRUE,,,,,,native
E-286,,E,2017-03-08,E-238,E-238,,2,FALSE,2,,,,,native
E-287,,E,2017-03-08,E-238,E-238,,1,FALSE,1,,,,,native
E-288,1,E,2017-05-05,E-171,E-171,L-204,,TRUE,,"X-153, Tabu, M-spotty",,,,native
E-289,2,E,2016-11-05,E-183,E-183,L-202,,TRUE,,,,,,native
E-290,2,E,2017-11-02,E-184,E-184,L-202,,TRUE,,,,,,native
E-291,2,E,2017-11-26,E-248,E-248,N-173,,TRUE,,,,,,native
E-292,,E,2018-03-30,E-141,E-141,,2,FALSE,2,E-cub1,,,,native
E-293,,E,2018-03-30,E-141,E-141,,1,FALSE,1,E-cub2,,,,native
E-294,2,E,2018-05-23,E-145,E-145,X-065,1,TRUE,1,E-grey,,,,native
E-295,1,E,2018-05-23,E-145,E-145,,2,TRUE,2,,,,,native
E-296,1,E,2018-05-30,E-219,E-219,,,FALSE,,,,,,native
E-297,1,E,2018-05-28,E-166,E-166,M-320,,TRUE,,,,,sex to be confirmed,native
E-298,1,E,2018-07-13,E-238,E-238,,,FALSE,,,,,,native
E-299,1,E,2019-07-25,E-245,E-245,X-083,,TRUE,,,,,,native
E-300,1,E,2019-12-13,E-238,E-238,M-320,,TRUE,,E-sampled,,,,native
E-301,2,E,2019-12-21,E-171,E-171,,1,FALSE,1,E-brown1,,,,native
E-302,1,E,2019-12-21,E-171,E-171,X-083,2,TRUE,2,E-brown2,,,,native
E-303,1,E,2020-01-16,E-166,E-166,E-233,1,TRUE,1,E-first spots1,,,,native
E-304,1,E,2020-01-16,E-166,E-166,E-233,2,TRUE,2,E-first spots2,,,,native
E-305,1,E,2020-01-30,E-219,E-219,L-377,1,TRUE,1,E-219_cub1,,,,native
E-306,1,E,2020-01-30,E-219,E-219,L-377,2,TRUE,2,E-219_cub2,,,,native
E-307,2,E,2020-02-11,E-184,E-184,L-202,1,TRUE,1,E-184_cub1,,,,native
E-308,1,E,2020-02-11,E-184,E-184,L-202,2,TRUE,2,E-184_cub2,,,,native
E-309,1,E,2020-02-23,E-145,E-145,M-320,,TRUE,,E-shiny,,,,native
E-310,1,E,2020-06-03,E-270,E-270,L-377,,TRUE,,E-270_cub1,,,,native
E-311,1,E,2020-08-02,E-268,E-268,X-088,,TRUE,,,,,,native
E-312,2,E,2020-08-10,E-285,E-285,A-418,,TRUE,,,,,,native
E-313,2,E,2020-10-20,E-284,E-284,M-331,,TRUE,,,,,,native
E-314,1,E,2020-11-02,E-283,E-283,A-418,,TRUE,,,,,,native
E-315,2,E,2020-10-12,E-238,E-238,X-083,1,TRUE,1,E-spotty1,,,,native
E-316,2,E,2020-10-12,E-238,E-238,,2,TRUE,2,E-spotty2,,,,native
E-317,2,E,2021-01-14,E-281,E-281,L-377,1,TRUE,1,E-stealer,,,,native
E-318,1,E,2021-01-14,E-281,E-281,L-377,2,TRUE,2,E-shy,,,,native
E-319,,E,2020-10-25,,,,,FALSE,,E-ill,,disease,had large ear notches and was very lethargic on 2021-02-27,native
E-320,1,E,2021-03-25,E-245,E-245,,1,TRUE,1,E-245_light_cub1,,,,native
E-321,2,E,2021-03-25,E-245,E-245,,2,FALSE,2,E-245_dark_cub1,,,,native
E-322,2,E,2021-04-13,E-284,E-284,,1,TRUE,1,E-shy1,,,,native
E-323,1,E,2021-04-13,E-284,E-284,M-320,2,TRUE,2,E-shy2,,,,native
E-324,,E,2021-05-01,,,,,FALSE,,E-grey face,,,,native
E-325,1,E,2021-05-01,E-219,E-219,,,TRUE,,E-219_cub1,,,,native
E-326,,E,2021-06-13,,,,,FALSE,,E-runner,,,,native
E-327,2,E,2021-10-16,E-285,E-285,M-331,1,TRUE,1,E-285_cub1,,,,native
E-328,2,E,2021-10-16,E-285,E-285,,2,FALSE,2,E-285_cub2,,,,native
E-329,1,E,2021-10-16,E-285,E-283,M-331,,TRUE,3,"E-283_son, E-spotty1",,,birth was estimated to have occurred on 2021-11-02 but corrected when paternity analyses showed that E-329 is cub of E-285,native
E-330,2,E,2021-12-07,E-268,E-268,M-320,1,TRUE,1,E-268_cub1,,,,native
E-331,2,E,2021-12-07,E-268,E-268,,2,FALSE,2,E-268_cub2,,,,native
E-332,1,E,2021-12-08,E-270,E-270,,1,TRUE,1,E-270_cub?,,,,native
E-333,1,E,2021-12-08,E-270,E-270,M-320,2,TRUE,2,"Radi, E-big spots, threespots",,,,native
E-334,,E,2022-02-28,E-219,E-219,X-088,,TRUE,,E-young,,,,native
E-335,,E,2022-04-12,E-289,E-289,,,FALSE,,,,,,native
E-336,1,E,2022-06-08,E-238,E-238,,1,FALSE,1,E-238_cub1,,,,native
E-337,,E,2022-06-08,E-238,E-238,,2,TRUE,2,E-238_cub2,,,,native
E-338,,E,2022-05-22,E-284,E-284,,,FALSE,,E-284_cub1,,,,native
E-339,,E,2022-06-14,,,,,FALSE,,E-alone,,,,native
E-340,,E,2022-06-20,E-283,E-283,,,FALSE,,E-283_grey_cub,,,,native
E-341,2,E,2022-07-12,,,,,TRUE,,E-spotty,,,,native
E-342,1,E,2022-12-15,E-284,E-284,M-365,,TRUE,,"E-male1, E-spotty_male",,,,native
E-343,2,E,2022-12-22,E-219,E-219,M-331,,TRUE,,E-sampled,,,,native
E-344,2,E,2023-02-11,,,,,TRUE,,"E-alone, E-351/E-tinny",,,,native
E-345,1,E,2023-03-21,,,,,FALSE,,E-fluffy,,,,native
E-346,,E,2023-05-25,E-289,E-289,,1,FALSE,1,E-289_cub1?,,,,native
E-347,,E,2023-05-25,E-289,E-289,M-365,2,TRUE,2,"E-289_cub2?, E-356/E-striped, E-tale",,,,native
E-348,2,E,2023-04-18,E-285,E-285,,,TRUE,,"E-fair, E-352/E-285_cub1",,,,native
E-349,,E,2023-06-10,,,,,FALSE,,E-notch,,,,native
E-350,2,E,2023-06-14,,,,,TRUE,,E-chubby,,,,native
E-351,1,E,2023-06-24,E-270,E-270,,1,TRUE,1,"E-light, E-dirty",,,,native
E-352,1,E,2023-06-24,E-270,E-270,,2,TRUE,2,"E-dodo, E-fine",,,,native
E-353,,E,2023-08-06,,,,,FALSE,,E-nosy,,,,native
E-354,1,E,2023-10-01,E-307,E-307,,,TRUE,,E-307_cub1,,,,native
E-355,2,E,2023-11-09,,,,,FALSE,,E-playful,,,,native
E-356,,E,2024-02-16,E-268,E-268,,,FALSE,,E-268_cub1,,,,native
E-357,,E,2024-03-08,E-281,E-281,,,FALSE,,E-281_cub,,,,native
E-358,,E,2023-03-18,,,,,TRUE,,E-curious,,,,native
E-359,,E,2024-06-02,E-322,E-322,,,FALSE,,E-322_cub1,,,,native
E-360,1,E,2024-09-27,E-285,E-285,,1,FALSE,1,E-285_cub1,,,,native
E-361,1,E,2024-09-27,E-285,E-285,,2,FALSE,2,E-285_cub2,,,,native
E-362,1,E,2024-10-15,E-281,E-281,,,FALSE,,"E-male1, E-281_cub1",,,,native
E-363,1,E,2024-12-12,E-283,E-283,,1,FALSE,1,"E-male2, E-283_cub1",,,,native
E-364,1,E,2024-12-12,E-283,E-283,,2,FALSE,2,"E-male3, E-283_cub2",,,,native
F-001,2,F,1988-07-12,,,,,TRUE,,,,old age,,native
F-002,2,F,1992-07-12,F-001,F-001,,,TRUE,,,,,,native
F-003,2,F,1991-07-12,,,,,FALSE,,,,,,native
F-004,2,F,1990-07-12,,,,,TRUE,,,,,,native
F-005,2,F,1989-07-12,,,,,FALSE,,,,,,native
F-006,2,F,1996-03-11,F-002,F-002,F-042,,TRUE,,,,,,native
F-007,2,F,1995-01-12,F-001,F-001,,1,TRUE,1,,,,last sight 120930 but F-185 born and survived. Assumed to have died 6 months after birth of F-185.,native
F-008,2,F,1996-01-12,F-004,F-004,F-040,,TRUE,,,,,,native
F-040,1,X,1984-07-12,,,,,TRUE,,Mzee,,old age,,founder
F-041,1,X,1988-07-12,,,,,FALSE,,,,,,founder
F-042,1,X,1992-07-12,,,,,TRUE,,X-002,1997-03-10,lions,"lions, rangers saw how male lion killed F-042, this is confirmed by wounds that we found on dead body shortly after",founder
F-043,1,X,1989-09-10,,,,,TRUE,,,,old age,,founder
F-044,1,X,1994-01-10,,,,,TRUE,,,,,,immigrant
F-045,1,F,1995-01-12,F-001,F-001,,2,TRUE,2,Schueeli,2004-06-25,immobilisation/disease,immobilisation or long-term effect of swelling disease,native
F-046,,F,1994-03-20,,,,,FALSE,,,,,,native
F-047,,F,1993-07-12,,,,,FALSE,,,,,,native
F-048,2,F,1996-06-11,,,F-043,,TRUE,,,,,,native
F-049,,F,2005-07-07,F-006,F-006,,2,FALSE,2,,,,,native
F-080,1,F,1997-11-09,F-002,F-002,F-043,1,TRUE,1,T-042,,,"last sight 080427, but sired triplet litter 080702",native
F-081,1,F,1998-03-09,F-001,F-001,F-043,,TRUE,,,,,,native
F-082,1,F,1997-11-09,F-002,F-002,,2,TRUE,2,X-005,1998-12-23,lions,,native
F-083,,F,1999-05-07,,,,,FALSE,,,,,,native
F-084,1,F,1999-05-08,F-002,F-002,F-040,1,TRUE,1,Mahiri,,shot by rangers (?),,native
F-085,,F,1999-05-08,F-002,F-002,,2,FALSE,2,,,,,native
F-086,1,F,1999-11-11,F-006,F-006,,,FALSE,,,,injuries,disease? infanticide? lions? seen last with injuries on head,native
F-087,2,F,1999-11-12,F-048,F-048,,,FALSE,,,,,,native
F-088,1,F,1999-12-21,F-007,F-007,L-083,1,TRUE,1,F-800,,shot by rangers (?),,native
F-089,1,F,1999-12-21,F-007,F-007,,2,FALSE,2,,,,,native
F-090,1,F,1999-12-22,F-004,F-004,S-042,,TRUE,,F-cub1,,,,native
F-091,2,F,2000-06-24,F-008,F-008,L-089,1,TRUE,1,,,,,native
F-092,2,F,2000-06-24,F-008,F-008,,2,FALSE,2,,,,,native
F-093,2,F,2000-10-10,F-048,F-048,L-082,1,TRUE,1,,,,,native
F-094,2,F,2000-10-10,F-048,F-048,L-082,2,TRUE,2,,,,,native
F-095,2,F,2000-12-10,F-002,F-002,L-083,1,TRUE,1,,,shot by rangers (?),,native
F-096,2,F,2000-12-10,F-002,F-002,F-043,2,TRUE,2,,,,,native
F-097,2,F,2000-12-30,F-006,F-006,L-083,,TRUE,,,,,,native
F-098,2,F,2001-04-21,F-004,F-004,L-083,,TRUE,,,,shot by rangers (?),,native
F-099,2,F,2001-12-19,F-007,F-007,L-082,1,TRUE,1,,,,,native
F-100,1,F,2001-12-19,F-007,F-007,L-082,2,TRUE,2,Aloirobi,,,,native
F-101,2,F,2001-12-25,F-008,F-008,,,FALSE,,,,,,native
F-102,1,F,2002-04-05,F-002,F-002,L-089,,TRUE,,,,,,native
F-103,2,F,2002-04-26,F-048,F-048,L-090,2,TRUE,2,,,,,native
F-104,2,F,2002-04-26,F-048,F-048,L-090,1,TRUE,1,,,,,native
F-105,2,F,2002-06-06,F-006,F-006,L-089,,TRUE,,,,,,native
F-106,2,F,2003-09-28,F-006,F-006,,,FALSE,,,,,,native
F-107,2,F,2003-09-29,F-007,F-007,S-042,1,TRUE,1,Mkakati,,,,native
F-108,2,F,2003-09-30,F-008,F-008,L-082,,TRUE,,,,,,native
F-109,2,F,2003-10-01,F-004,F-004,L-083,,TRUE,1,,,,last sight on 2011-03-07 but gave birth to F-178 + F-180 2012-01-28. Assumed to have died on day of last sight of F-178 + F-180,native
F-110,1,F,2003-09-29,F-007,F-007,,2,FALSE,2,,,,,native
